Consecutivo;Global;Estado;Municipio;Trimestre;Año;Indice
7797;;Baja California Sur;Los Cabos;1;2021;138,31
7798;;Campeche;Campeche;1;2021;132,89
7799;;Campeche;Carmen;1;2021;138,32
7800;;Coahuila;Saltillo;1;2021;132,47
7801;;Coahuila;Torreón;1;2021;130,99
7802;;Colima;Manzanillo;1;2021;132,52
7803;;Colima;Villa de Álvarez;1;2021;130,58
7804;;Chiapas;Tapachula;1;2021;128,76
7805;;Chiapas;Tuxtla Gutiérrez;1;2021;131,14
7806;;Chihuahua;Chihuahua;1;2021;132,1
7807;;Chihuahua;Juárez;1;2021;131,07
7808;;Ciudad de México;Gustavo A. Madero;1;2021;120,09
7809;;Ciudad de México;Iztapalapa;1;2021;119,07
7810;;Ciudad de México;Benito Juárez;1;2021;128,09
7811;;Ciudad de México;Cuauhtémoc;1;2021;127,69
7812;;Ciudad de México;Miguel Hidalgo;1;2021;128,92
7813;;Durango;Durango;1;2021;127,87
7814;;Durango;Gómez Palacio;1;2021;124,65
7815;;Guanajuato;Celaya;1;2021;131,1
7816;;Guanajuato;León;1;2021;134,7
7817;;Guerrero;Acapulco de Juárez;1;2021;128,62
7818;;Guerrero;Zihuatanejo de Azueta ;1;2021;126,87
7819;;Hidalgo;Mineral de la Reforma ;1;2021;123,57
7820;;Hidalgo;Tizayuca;1;2021;125,67
7821;;Jalisco;Guadalajara;1;2021;142,14
7822;;Jalisco;Tlajomulco de Zúñiga;1;2021;140,26
7823;;Jalisco;San Pedro Tlaquepaque ;1;2021;139,75
7824;;Jalisco;Zapopan;1;2021;143,46
7825;;México;Metepec;1;2021;129,23
7826;;México;Tecámac;1;2021;125,15
7827;;México;Toluca;1;2021;126,88
7828;;México;Zumpango ;1;2021;124,89
7829;;Michoacán;Morelia;1;2021;133,26
7830;;Michoacán;Uruapan ;1;2021;129,37
7831;;Morelos;Emiliano Zapata;1;2021;127,52
7832;;Morelos;Temixco ;1;2021;125,87
7833;;Nayarit;Tepic;1;2021;136,4
7834;;Nayarit;Bahía de Banderas ;1;2021;138,07
7835;;Nuevo León;Apodaca;1;2021;132,95
7836;;Nuevo León;García ;1;2021;133,3
7837;;Nuevo León;Juárez;1;2021;130,84
7838;;Nuevo León;Monterrey;1;2021;140,37
7839;;Oaxaca;San Juan Bautista Tuxtepec;1;2021;130,84
7840;;Oaxaca;Tlacolula de Matamoros ;1;2021;134,4
7841;;Puebla;Huejotzingo ;1;2021;131,53
7842;;Puebla;Puebla;1;2021;133,74
7843;;Querétaro;Corregidora;1;2021;127,45
7844;;Querétaro;El Marqués ;1;2021;127,32
7845;;Querétaro;Querétaro;1;2021;130,31
7846;;Quintana Roo;Benito Juárez;1;2021;138,94
7847;;Quintana Roo;Solidaridad ;1;2021;137,42
7848;;San Luis Potosí;San Luis Potosí;1;2021;136,31
7849;;San Luis Potosí;Soledad de Graciano Sánchez ;1;2021;130,65
7850;;Sinaloa;Culiacán;1;2021;137,68
7851;;Sinaloa;Mazatlán ;1;2021;138,43
7852;;Sonora;Cajeme ;1;2021;127,63
7853;;Sonora;Hermosillo;1;2021;131,51
7854;;Tabasco;Centro;1;2021;128,1
7855;;Tabasco;Nacajuca ;1;2021;129,2
7856;;Tamaulipas;Matamoros ;1;2021;126,82
7857;;Tamaulipas;Reynosa;1;2021;128,11
7858;;Tlaxcala;Apizaco ;1;2021;125,51
7859;;Tlaxcala;Tlaxcala;1;2021;125,45
7860;;Veracruz;Coatzacoalcos ;1;2021;126,83
7861;;Veracruz;Veracruz;1;2021;127,63
7862;;Yucatán;Kanasín ;1;2021;129,06
7863;;Yucatán;Mérida;1;2021;133,39
7864;;Zacatecas;Guadalupe;1;2021;128,53
7865;;Zacatecas;Zacatecas ;1;2021;128,53
7866;Nacional;;;2;2021;134,04
7867;Nueva;;;2;2021;133,96
7868;Usada;;;2;2021;134,08
7869;Casa sola;;;2;2021;132,83
7870;Casa en condominio - depto.;;;2;2021;135,38
7871;Económica - Social;;;2;2021;132,7
7872;Media - Residencial;;;2;2021;134,79
7873;ZM Valle México;;;2;2021;127,82
7874;ZM Guadalajara;;;2;2021;144,52
7875;ZM Monterrey;;;2;2021;138,06
7876;ZM PueblaTlax;;;2;2021;137,39
7877;ZM Toluca;;;2;2021;130,68
7878;ZM Tijuana;;;2;2021;141,88
7879;ZM León;;;2;2021;136,84
7880;ZM Querétaro;;;2;2021;132,11
7881;;Aguascalientes;;2;2021;132,58
7882;;Baja California;;2;2021;139,59
7883;;Baja California Sur;;2;2021;142,19
7884;;Campeche;;2;2021;138,35
7885;;Coahuila;;2;2021;133,29
7886;;Colima;;2;2021;135,07
7887;;Chiapas;;2;2021;132,34
7888;;Chihuahua;;2;2021;134,64
7889;;Ciudad de México;;2;2021;127,35
7890;;Durango;;2;2021;128,71
7891;;Guanajuato;;2;2021;134,97
7892;;Guerrero;;2;2021;130,66
7893;;Hidalgo;;2;2021;127,54
7894;;Jalisco;;2;2021;144,06
7895;;México;;2;2021;129,22
7896;;Michoacán;;2;2021;135,28
7897;;Morelos;;2;2021;131,17
7898;;Nayarit;;2;2021;140,68
7899;;Nuevo León;;2;2021;138,02
7900;;Oaxaca;;2;2021;131,84
7901;;Puebla;;2;2021;137,01
7902;;Querétaro;;2;2021;131,68
7903;;Quintana Roo;;2;2021;142,51
7904;;San Luis Potosí;;2;2021;137,5
7905;;Sinaloa;;2;2021;140,11
7906;;Sonora;;2;2021;132,41
7907;;Tabasco;;2;2021;129,68
7908;;Tamaulipas;;2;2021;130,62
7909;;Tlaxcala;;2;2021;127,11
7910;;Veracruz;;2;2021;130,03
7911;;Yucatán;;2;2021;135,58
7912;;Zacatecas;;2;2021;129,67
7913;;Aguascalientes;Aguascalientes;2;2021;132,96
7914;;Aguascalientes;Jesús María ;2;2021;132,54
7915;;Baja California;Mexicali;2;2021;136,8
7916;;Baja California;Tijuana;2;2021;141,99
7917;;Baja California Sur;La Paz;2;2021;142,27
7918;;Baja California Sur;Los Cabos;2;2021;142,85
7919;;Campeche;Campeche;2;2021;136,68
7920;;Campeche;Carmen;2;2021;142,21
7921;;Coahuila;Saltillo;2;2021;135,39
7922;;Coahuila;Torreón;2;2021;133,91
7923;;Colima;Manzanillo;2;2021;135,55
7924;;Colima;Villa de Álvarez;2;2021;133,52
7925;;Chiapas;Tapachula;2;2021;131,74
7926;;Chiapas;Tuxtla Gutiérrez;2;2021;134,13
7927;;Chihuahua;Chihuahua;2;2021;135,96
7928;;Chihuahua;Juárez;2;2021;134,91
7929;;Ciudad de México;Gustavo A. Madero;2;2021;122,49
7930;;Ciudad de México;Iztapalapa;2;2021;121,48
7931;;Ciudad de México;Benito Juárez;2;2021;130,6
7932;;Ciudad de México;Cuauhtémoc;2;2021;130,26
7933;;Ciudad de México;Miguel Hidalgo;2;2021;131,39
7934;;Durango;Durango;2;2021;130,52
7935;;Durango;Gómez Palacio;2;2021;127,36
7936;;Guanajuato;Celaya;2;2021;133,59
7937;;Guanajuato;León;2;2021;137,05
7938;;Guerrero;Acapulco de Juárez;2;2021;132,23
7939;;Guerrero;Zihuatanejo de Azueta ;2;2021;130,61
7940;;Hidalgo;Mineral de la Reforma ;2;2021;126,12
7941;;Hidalgo;Tizayuca;2;2021;128,21
7942;;Jalisco;Guadalajara;2;2021;145,36
7943;;Jalisco;Tlajomulco de Zúñiga;2;2021;143,63
7944;;Jalisco;San Pedro Tlaquepaque ;2;2021;143,09
7945;;Jalisco;Zapopan;2;2021;146,8
7946;;México;Metepec;2;2021;131,88
7947;;México;Tecámac;2;2021;128,01
7948;;México;Toluca;2;2021;129,6
7949;;México;Zumpango ;2;2021;127,79
7950;;Michoacán;Morelia;2;2021;137,42
7951;;Michoacán;Uruapan ;2;2021;133,5
7952;;Morelos;Emiliano Zapata;2;2021;131,7
7953;;Morelos;Temixco ;2;2021;129,9
7954;;Nayarit;Tepic;2;2021;140,45
7955;;Nayarit;Bahía de Banderas ;2;2021;142,35
7956;;Nuevo León;Apodaca;2;2021;135,88
7957;;Nuevo León;García ;2;2021;136,37
7958;;Nuevo León;Juárez;2;2021;133,88
7959;;Nuevo León;Monterrey;2;2021;143,34
7960;;Oaxaca;San Juan Bautista Tuxtepec;2;2021;133,93
7961;;Oaxaca;Tlacolula de Matamoros ;2;2021;137,29
7962;;Puebla;Huejotzingo ;2;2021;135,13
7963;;Puebla;Puebla;2;2021;136,96
7964;;Querétaro;Corregidora;2;2021;130,54
7965;;Querétaro;El Marqués ;2;2021;130,54
7966;;Querétaro;Querétaro;2;2021;133,21
7967;;Quintana Roo;Benito Juárez;2;2021;143,33
7968;;Quintana Roo;Solidaridad ;2;2021;141,93
7969;;San Luis Potosí;San Luis Potosí;2;2021;139,24
7970;;San Luis Potosí;Soledad de Graciano Sánchez ;2;2021;133,69
7971;;Sinaloa;Culiacán;2;2021;141,05
7972;;Sinaloa;Mazatlán ;2;2021;142,11
7973;;Sonora;Cajeme ;2;2021;130,27
7974;;Sonora;Hermosillo;2;2021;133,98
7975;;Tabasco;Centro;2;2021;130,27
7976;;Tabasco;Nacajuca ;2;2021;131,53
7977;;Tamaulipas;Matamoros ;2;2021;129,41
7978;;Tamaulipas;Reynosa;2;2021;130,67
7979;;Tlaxcala;Apizaco ;2;2021;127,96
7980;;Tlaxcala;Tlaxcala;2;2021;127,94
7981;;Veracruz;Coatzacoalcos ;2;2021;130,54
7982;;Veracruz;Veracruz;2;2021;131,46
7983;;Yucatán;Kanasín ;2;2021;132,32
7984;;Yucatán;Mérida;2;2021;136,34
7985;;Zacatecas;Guadalupe;2;2021;130,23
7986;;Zacatecas;Zacatecas ;2;2021;130,23
7987;Nacional;;;3;2021;136,36
7988;Nueva;;;3;2021;136,57
7989;Usada;;;3;2021;136,18
7990;Casa sola;;;3;2021;134,93
7991;Casa en condominio - depto.;;;3;2021;137,97
7992;Económica - Social;;;3;2021;134,66
7993;Media - Residencial;;;3;2021;137,33
7994;ZM Valle México;;;3;2021;130,19
7995;ZM Guadalajara;;;3;2021;147,38
7996;ZM Monterrey;;;3;2021;140,17
7997;ZM PueblaTlax;;;3;2021;139,88
7998;ZM Toluca;;;3;2021;132,32
7999;ZM Tijuana;;;3;2021;145,19
8000;ZM León;;;3;2021;138,31
8001;ZM Querétaro;;;3;2021;134,01
8002;;Aguascalientes;;3;2021;133,91
8003;;Baja California;;3;2021;142,53
8004;;Baja California Sur;;3;2021;146,06
8005;;Campeche;;3;2021;141,39
8006;;Coahuila;;3;2021;135,28
8007;;Colima;;3;2021;137,1
8008;;Chiapas;;3;2021;134,38
8009;;Chihuahua;;3;2021;137,62
8010;;Ciudad de México;;3;2021;130,17
8011;;Durango;;3;2021;130,3
8012;;Guanajuato;;3;2021;136,43
8013;;Guerrero;;3;2021;133,53
8014;;Hidalgo;;3;2021;128,75
8015;;Jalisco;;3;2021;146,92
8016;;México;;3;2021;130,82
8017;;Michoacán;;3;2021;138,36
8018;;Morelos;;3;2021;134,46
8019;;Nayarit;;3;2021;144,47
8020;;Nuevo León;;3;2021;140,13
8021;;Oaxaca;;3;2021;133,44
8022;;Puebla;;3;2021;139,51
8023;;Querétaro;;3;2021;133,58
8024;;Quintana Roo;;3;2021;146,51
8025;;San Luis Potosí;;3;2021;139,57
8026;;Sinaloa;;3;2021;142,95
8027;;Sonora;;3;2021;134,17
8028;;Tabasco;;3;2021;130,84
8029;;Tamaulipas;;3;2021;132,18
8030;;Tlaxcala;;3;2021;128,58
8031;;Veracruz;;3;2021;132,58
8032;;Yucatán;;3;2021;137,88
8033;;Zacatecas;;3;2021;130,2
8034;;Aguascalientes;Aguascalientes;3;2021;134,27
8035;;Aguascalientes;Jesús María ;3;2021;134,07
8036;;Baja California;Mexicali;3;2021;139,25
8037;;Baja California;Tijuana;3;2021;145,3
8038;;Baja California Sur;La Paz;3;2021;146,01
8039;;Baja California Sur;Los Cabos;3;2021;146,95
8040;;Campeche;Campeche;3;2021;139,53
8041;;Campeche;Carmen;3;2021;145,41
8042;;Coahuila;Saltillo;3;2021;137,3
8043;;Coahuila;Torreón;3;2021;136,03
8044;;Colima;Manzanillo;3;2021;137,73
8045;;Colima;Villa de Álvarez;3;2021;135,49
8046;;Chiapas;Tapachula;3;2021;133,22
8047;;Chiapas;Tuxtla Gutiérrez;3;2021;136,31
8048;;Chihuahua;Chihuahua;3;2021;138,97
8049;;Chihuahua;Juárez;3;2021;137,91
8050;;Ciudad de México;Gustavo A. Madero;3;2021;125,1
8051;;Ciudad de México;Iztapalapa;3;2021;123,93
8052;;Ciudad de México;Benito Juárez;3;2021;133,55
8053;;Ciudad de México;Cuauhtémoc;3;2021;133,29
8054;;Ciudad de México;Miguel Hidalgo;3;2021;134,32
8055;;Durango;Durango;3;2021;132,17
8056;;Durango;Gómez Palacio;3;2021;128,84
8057;;Guanajuato;Celaya;3;2021;134,99
8058;;Guanajuato;León;3;2021;138,52
8059;;Guerrero;Acapulco de Juárez;3;2021;135,21
8060;;Guerrero;Zihuatanejo de Azueta ;3;2021;133,58
8061;;Hidalgo;Mineral de la Reforma ;3;2021;127,52
8062;;Hidalgo;Tizayuca;3;2021;128,92
8063;;Jalisco;Guadalajara;3;2021;148,69
8064;;Jalisco;Tlajomulco de Zúñiga;3;2021;146,27
8065;;Jalisco;San Pedro Tlaquepaque ;3;2021;146,06
8066;;Jalisco;Zapopan;3;2021;149,84
8067;;México;Metepec;3;2021;133,67
8068;;México;Tecámac;3;2021;129,1
8069;;México;Toluca;3;2021;131,25
8070;;México;Zumpango ;3;2021;128,92
8071;;Michoacán;Morelia;3;2021;140,55
8072;;Michoacán;Uruapan ;3;2021;136,58
8073;;Morelos;Emiliano Zapata;3;2021;135
8074;;Morelos;Temixco ;3;2021;133,07
8075;;Nayarit;Tepic;3;2021;144,19
8076;;Nayarit;Bahía de Banderas ;3;2021;146,21
8077;;Nuevo León;Apodaca;3;2021;137,9
8078;;Nuevo León;García ;3;2021;138,41
8079;;Nuevo León;Juárez;3;2021;135,64
8080;;Nuevo León;Monterrey;3;2021;145,83
8081;;Oaxaca;San Juan Bautista Tuxtepec;3;2021;134,78
8082;;Oaxaca;Tlacolula de Matamoros ;3;2021;137,11
8083;;Puebla;Huejotzingo ;3;2021;137,74
8084;;Puebla;Puebla;3;2021;139,49
8085;;Querétaro;Corregidora;3;2021;132,66
8086;;Querétaro;El Marqués ;3;2021;132,61
8087;;Querétaro;Querétaro;3;2021;134,98
8088;;Quintana Roo;Benito Juárez;3;2021;147,33
8089;;Quintana Roo;Solidaridad ;3;2021;145,93
8090;;San Luis Potosí;San Luis Potosí;3;2021;141,45
8091;;San Luis Potosí;Soledad de Graciano Sánchez ;3;2021;135,67
8092;;Sinaloa;Culiacán;3;2021;143,78
8093;;Sinaloa;Mazatlán ;3;2021;145,16
8094;;Sonora;Cajeme ;3;2021;131,96
8095;;Sonora;Hermosillo;3;2021;135,78
8096;;Tabasco;Centro;3;2021;131,37
8097;;Tabasco;Nacajuca ;3;2021;132,71
8098;;Tamaulipas;Matamoros ;3;2021;130,69
8099;;Tamaulipas;Reynosa;3;2021;132,11
8100;;Tlaxcala;Apizaco ;3;2021;129,45
8101;;Tlaxcala;Tlaxcala;3;2021;129,46
8102;;Veracruz;Coatzacoalcos ;3;2021;132,74
8103;;Veracruz;Veracruz;3;2021;134,13
8104;;Yucatán;Kanasín ;3;2021;134,47
8105;;Yucatán;Mérida;3;2021;138,63
8106;;Zacatecas;Guadalupe;3;2021;130,51
8107;;Zacatecas;Zacatecas ;3;2021;130,98
8108;Nacional;;;4;2021;138,27
8109;Nueva;;;4;2021;138,89
8110;Usada;;;4;2021;137,77
8111;Casa sola;;;4;2021;136,78
8112;Casa en condominio - depto.;;;4;2021;139,94
8113;Económica - Social;;;4;2021;136,33
8114;Media - Residencial;;;4;2021;139,37
8115;ZM Valle México;;;4;2021;131,64
8116;ZM Guadalajara;;;4;2021;149,09
8117;ZM Monterrey;;;4;2021;142,3
8118;ZM PueblaTlax;;;4;2021;142,08
8119;ZM Toluca;;;4;2021;133,8
8120;ZM Tijuana;;;4;2021;148,12
8121;ZM León;;;4;2021;139,91
8122;ZM Querétaro;;;4;2021;135,81
8123;;Aguascalientes;;4;2021;135,03
8124;;Baja California;;4;2021;145,15
8125;;Baja California Sur;;4;2021;149,65
8126;;Campeche;;4;2021;144,12
8127;;Coahuila;;4;2021;136,92
8128;;Colima;;4;2021;139,24
8129;;Chiapas;;4;2021;136,24
8130;;Chihuahua;;4;2021;140,23
8131;;Ciudad de México;;4;2021;131,65
8132;;Durango;;4;2021;131,59
8133;;Guanajuato;;4;2021;138,01
8134;;Guerrero;;4;2021;136,17
8135;;Hidalgo;;4;2021;129,87
8136;;Jalisco;;4;2021;148,62
8137;;México;;4;2021;132,28
8138;;Michoacán;;4;2021;141,45
8139;;Morelos;;4;2021;137,56
8140;;Nayarit;;4;2021;148,24
8141;;Nuevo León;;4;2021;142,25
8142;;Oaxaca;;4;2021;134,57
8143;;Puebla;;4;2021;141,71
8144;;Querétaro;;4;2021;135,37
8145;;Quintana Roo;;4;2021;149,93
8146;;San Luis Potosí;;4;2021;141,71
8147;;Sinaloa;;4;2021;145,87
8148;;Sonora;;4;2021;135,57
8149;;Tabasco;;4;2021;131,93
8150;;Tamaulipas;;4;2021;133,29
8151;;Tlaxcala;;4;2021;129,63
8152;;Veracruz;;4;2021;134,7
8153;;Yucatán;;4;2021;139,82
8154;;Zacatecas;;4;2021;130,41
8155;;Aguascalientes;Aguascalientes;4;2021;135,38
8156;;Aguascalientes;Jesús María ;4;2021;135,36
8157;;Baja California;Mexicali;4;2021;141,56
8158;;Baja California;Tijuana;4;2021;148,25
8159;;Baja California Sur;La Paz;4;2021;149,56
8160;;Baja California Sur;Los Cabos;4;2021;150,64
8161;;Campeche;Campeche;4;2021;142,03
8162;;Campeche;Carmen;4;2021;148,43
8163;;Coahuila;Saltillo;4;2021;138,82
8164;;Coahuila;Torreón;4;2021;137,79
8165;;Colima;Manzanillo;4;2021;140,01
8166;;Colima;Villa de Álvarez;4;2021;137,66
8167;;Chiapas;Tapachula;4;2021;134,34
8168;;Chiapas;Tuxtla Gutiérrez;4;2021;138,35
8169;;Chihuahua;Chihuahua;4;2021;141,62
8170;;Chihuahua;Juárez;4;2021;140,59
8171;;Ciudad de México;Gustavo A. Madero;4;2021;126,37
8172;;Ciudad de México;Iztapalapa;4;2021;125,01
8173;;Ciudad de México;Benito Juárez;4;2021;135,11
8174;;Ciudad de México;Cuauhtémoc;4;2021;134,98
8175;;Ciudad de México;Miguel Hidalgo;4;2021;135,87
8176;;Durango;Durango;4;2021;133,47
8177;;Durango;Gómez Palacio;4;2021;130,07
8178;;Guanajuato;Celaya;4;2021;136,41
8179;;Guanajuato;León;4;2021;140,11
8180;;Guerrero;Acapulco de Juárez;4;2021;137,98
8181;;Guerrero;Zihuatanejo de Azueta ;4;2021;136,36
8182;;Hidalgo;Mineral de la Reforma ;4;2021;128,89
8183;;Hidalgo;Tizayuca;4;2021;129,43
8184;;Jalisco;Guadalajara;4;2021;150,53
8185;;Jalisco;Tlajomulco de Zúñiga;4;2021;147,92
8186;;Jalisco;San Pedro Tlaquepaque ;4;2021;147,92
8187;;Jalisco;Zapopan;4;2021;151,62
8188;;México;Metepec;4;2021;135,26
8189;;México;Tecámac;4;2021;130,04
8190;;México;Toluca;4;2021;132,65
8191;;México;Zumpango ;4;2021;129,95
8192;;Michoacán;Morelia;4;2021;143,73
8193;;Michoacán;Uruapan ;4;2021;139,6
8194;;Morelos;Emiliano Zapata;4;2021;138,19
8195;;Morelos;Temixco ;4;2021;136
8196;;Nayarit;Tepic;4;2021;147,96
8197;;Nayarit;Bahía de Banderas ;4;2021;149,99
8198;;Nuevo León;Apodaca;4;2021;140,12
8199;;Nuevo León;García ;4;2021;140,64
8200;;Nuevo León;Juárez;4;2021;137,6
8201;;Nuevo León;Monterrey;4;2021;148,17
8202;;Oaxaca;San Juan Bautista Tuxtepec;4;2021;134,79
8203;;Oaxaca;Tlacolula de Matamoros ;4;2021;135,64
8204;;Puebla;Huejotzingo ;4;2021;140,16
8205;;Puebla;Puebla;4;2021;141,69
8206;;Querétaro;Corregidora;4;2021;134,73
8207;;Querétaro;El Marqués ;4;2021;134,66
8208;;Querétaro;Querétaro;4;2021;136,59
8209;;Quintana Roo;Benito Juárez;4;2021;150,71
8210;;Quintana Roo;Solidaridad ;4;2021;149,42
8211;;San Luis Potosí;San Luis Potosí;4;2021;143,75
8212;;San Luis Potosí;Soledad de Graciano Sánchez ;4;2021;137,8
8213;;Sinaloa;Culiacán;4;2021;146,68
8214;;Sinaloa;Mazatlán ;4;2021;148,13
8215;;Sonora;Cajeme ;4;2021;133,23
8216;;Sonora;Hermosillo;4;2021;137,26
8217;;Tabasco;Centro;4;2021;132,41
8218;;Tabasco;Nacajuca ;4;2021;133,96
8219;;Tamaulipas;Matamoros ;4;2021;131,57
8220;;Tamaulipas;Reynosa;4;2021;133,31
8221;;Tlaxcala;Apizaco ;4;2021;130,54
8222;;Tlaxcala;Tlaxcala;4;2021;130,56
8223;;Veracruz;Coatzacoalcos ;4;2021;134,35
8224;;Veracruz;Veracruz;4;2021;136,5
8225;;Yucatán;Kanasín ;4;2021;136,26
8226;;Yucatán;Mérida;4;2021;140,56
8227;;Zacatecas;Guadalupe;4;2021;130,54
8228;;Zacatecas;Zacatecas ;4;2021;131,37
8229;Nacional;;;1;2022;141,11
8230;Nueva;;;1;2022;142,01
8231;Usada;;;1;2022;140,37
8232;Casa sola;;;1;2022;139,51
8233;Casa en condominio - depto.;;;1;2022;142,91
8234;Económica - Social;;;1;2022;139,21
8235;Media - Residencial;;;1;2022;142,18
8236;ZM Valle México;;;1;2022;133,21
8237;ZM Guadalajara;;;1;2022;152,28
8238;ZM Monterrey;;;1;2022;145,7
8239;ZM PueblaTlax;;;1;2022;145,11
8240;ZM Toluca;;;1;2022;135,93
8241;ZM Tijuana;;;1;2022;152,76
8242;ZM León;;;1;2022;142,93
8243;ZM Querétaro;;;1;2022;138,6
8244;;Aguascalientes;;1;2022;138,03
8245;;Baja California;;1;2022;149,26
8246;;Baja California Sur;;1;2022;154,58
8247;;Campeche;;1;2022;147,49
8248;;Coahuila;;1;2022;139,65
8249;;Colima;;1;2022;143,05
8250;;Chiapas;;1;2022;139
8251;;Chihuahua;;1;2022;143,35
8252;;Ciudad de México;;1;2022;132,98
8253;;Durango;;1;2022;133,22
8254;;Guanajuato;;1;2022;140,98
8255;;Guerrero;;1;2022;139,68
8256;;Hidalgo;;1;2022;132,23
8257;;Jalisco;;1;2022;151,77
8258;;México;;1;2022;134,32
8259;;Michoacán;;1;2022;145,59
8260;;Morelos;;1;2022;140,65
8261;;Nayarit;;1;2022;153,13
8262;;Nuevo León;;1;2022;145,65
8263;;Oaxaca;;1;2022;136,64
8264;;Puebla;;1;2022;144,75
8265;;Querétaro;;1;2022;138,13
8266;;Quintana Roo;;1;2022;155,19
8267;;San Luis Potosí;;1;2022;145,02
8268;;Sinaloa;;1;2022;150,59
8269;;Sonora;;1;2022;137,86
8270;;Tabasco;;1;2022;134,15
8271;;Tamaulipas;;1;2022;135,86
8272;;Tlaxcala;;1;2022;131,74
8273;;Veracruz;;1;2022;137,3
8274;;Yucatán;;1;2022;142,94
8275;;Zacatecas;;1;2022;132,82
8276;;Aguascalientes;Aguascalientes;1;2022;138,39
8277;;Aguascalientes;Jesús María ;1;2022;138,58
8278;;Baja California;Mexicali;1;2022;145,17
8279;;Baja California;Tijuana;1;2022;152,91
8280;;Baja California Sur;La Paz;1;2022;154,03
8281;;Baja California Sur;Los Cabos;1;2022;156,48
8282;;Campeche;Campeche;1;2022;145,18
8283;;Campeche;Carmen;1;2022;152,09
8284;;Coahuila;Saltillo;1;2022;141,51
8285;;Coahuila;Torreón;1;2022;140,53
8286;;Colima;Manzanillo;1;2022;143,92
8287;;Colima;Villa de Álvarez;1;2022;141,69
8288;;Chiapas;Tapachula;1;2022;136,19
8289;;Chiapas;Tuxtla Gutiérrez;1;2022;141,38
8290;;Chihuahua;Chihuahua;1;2022;145,28
8291;;Chihuahua;Juárez;1;2022;143,39
8292;;Ciudad de México;Gustavo A. Madero;1;2022;127,88
8293;;Ciudad de México;Iztapalapa;1;2022;126
8294;;Ciudad de México;Benito Juárez;1;2022;136,48
8295;;Ciudad de México;Cuauhtémoc;1;2022;135,79
8296;;Ciudad de México;Miguel Hidalgo;1;2022;137,57
8297;;Durango;Durango;1;2022;135,55
8298;;Durango;Gómez Palacio;1;2022;131,02
8299;;Guanajuato;Celaya;1;2022;139,46
8300;;Guanajuato;León;1;2022;143,14
8301;;Guerrero;Acapulco de Juárez;1;2022;141,61
8302;;Guerrero;Zihuatanejo de Azueta ;1;2022;139,36
8303;;Hidalgo;Mineral de la Reforma ;1;2022;131,4
8304;;Hidalgo;Tizayuca;1;2022;131,75
8305;;Jalisco;Guadalajara;1;2022;153,31
8306;;Jalisco;Tlajomulco de Zúñiga;1;2022;151,35
8307;;Jalisco;San Pedro Tlaquepaque ;1;2022;151,34
8308;;Jalisco;Zapopan;1;2022;154,82
8309;;México;Metepec;1;2022;137,12
8310;;México;Tecámac;1;2022;131,83
8311;;México;Toluca;1;2022;135,19
8312;;México;Zumpango ;1;2022;131,81
8313;;Michoacán;Morelia;1;2022;148,04
8314;;Michoacán;Uruapan ;1;2022;143,49
8315;;Morelos;Emiliano Zapata;1;2022;141,36
8316;;Morelos;Temixco ;1;2022;139,09
8317;;Nayarit;Tepic;1;2022;152,44
8318;;Nayarit;Bahía de Banderas ;1;2022;155,43
8319;;Nuevo León;Apodaca;1;2022;143,57
8320;;Nuevo León;García ;1;2022;144,1
8321;;Nuevo León;Juárez;1;2022;140,85
8322;;Nuevo León;Monterrey;1;2022;151,73
8323;;Oaxaca;San Juan Bautista Tuxtepec;1;2022;136,55
8324;;Oaxaca;Tlacolula de Matamoros ;1;2022;136,33
8325;;Puebla;Huejotzingo ;1;2022;143,46
8326;;Puebla;Puebla;1;2022;144,58
8327;;Querétaro;Corregidora;1;2022;137,37
8328;;Querétaro;El Marqués ;1;2022;137,63
8329;;Querétaro;Querétaro;1;2022;139,37
8330;;Quintana Roo;Benito Juárez;1;2022;155,86
8331;;Quintana Roo;Solidaridad ;1;2022;154,87
8332;;San Luis Potosí;San Luis Potosí;1;2022;147,27
8333;;San Luis Potosí;Soledad de Graciano Sánchez ;1;2022;140,98
8334;;Sinaloa;Culiacán;1;2022;151,43
8335;;Sinaloa;Mazatlán ;1;2022;152,83
8336;;Sonora;Cajeme ;1;2022;135,36
8337;;Sonora;Hermosillo;1;2022;139,64
8338;;Tabasco;Centro;1;2022;134,54
8339;;Tabasco;Nacajuca ;1;2022;136,38
8340;;Tamaulipas;Matamoros ;1;2022;134,41
8341;;Tamaulipas;Reynosa;1;2022;135,17
8342;;Tlaxcala;Apizaco ;1;2022;132,4
8343;;Tlaxcala;Tlaxcala;1;2022;133,05
8344;;Veracruz;Coatzacoalcos ;1;2022;135,84
8345;;Veracruz;Veracruz;1;2022;139,16
8346;;Yucatán;Kanasín ;1;2022;139,57
8347;;Yucatán;Mérida;1;2022;143,65
8348;;Zacatecas;Guadalupe;1;2022;133,41
8349;;Zacatecas;Zacatecas ;1;2022;132,94
8350;Nacional;;;2;2022;144,72
8351;Nueva;;;2;2022;146,05
8352;Usada;;;2;2022;143,64
8353;Casa sola;;;2;2022;143
8354;Casa en condominio - depto.;;;2;2022;146,65
8355;Económica - Social;;;2;2022;142,81
8356;Media - Residencial;;;2;2022;145,8
8357;ZM Valle México;;;2;2022;135,94
8358;ZM Guadalajara;;;2;2022;156,56
8359;ZM Monterrey;;;2;2022;149,34
8360;ZM PueblaTlax;;;2;2022;148,52
